bubble,insertion,merge,quick
10.0,25.0,15.0,19.0
10.0,20.0,15.0,17.0
10.0,20.0,15.0,17.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
11.0,25.0,19.0,23.0
11.0,24.0,19.0,23.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,17.0
12.0,22.0,22.0,16.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,16.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
11.0,24.0,12.0,19.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
11.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,21.0,12.0,17.0
11.0,22.0,17.0,13.0
11.0,22.0,17.0,13.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,12.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,12.0
13.0,24.0,24.0,18.0
15.0,25.0,19.0,18.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,12.0
11.0,22.0,17.0,13.0
18.0,21.0,18.0,17.0
11.0,21.0,12.0,17.0
11.0,22.0,17.0,13.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
11.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
11.0,24.0,12.0,19.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
12.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,17.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
10.0,25.0,15.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,13.0
11.0,22.0,17.0,13.0
11.0,21.0,12.0,17.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
12.0,20.0,18.0,20.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,18.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,17.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,12.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
15.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
15.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
13.0,24.0,24.0,17.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,12.0
13.0,24.0,24.0,18.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
12.0,20.0,18.0,20.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,13.0
11.0,21.0,12.0,17.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,13.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
13.0,25.0,15.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,17.0
12.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,13.0
18.0,21.0,18.0,17.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,13.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
14.0,20.0,14.0,20.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
13.0,23.0,24.0,18.0
10.0,19.0,16.0,12.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,12.0
13.0,23.0,24.0,18.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
11.0,21.0,12.0,19.0
14.0,20.0,14.0,20.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,13.0
11.0,22.0,17.0,13.0
18.0,21.0,18.0,17.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,17.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
11.0,22.0,17.0,12.0
11.0,22.0,17.0,13.0
11.0,21.0,12.0,17.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,12.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
15.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
13.0,23.0,24.0,18.0
10.0,19.0,11.0,12.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,12.0
13.0,23.0,24.0,18.0
15.0,19.0,19.0,15.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,12.0
11.0,22.0,17.0,13.0
18.0,21.0,18.0,17.0
13.0,22.0,17.0,12.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
11.0,21.0,12.0,19.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,12.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
10.0,25.0,15.0,19.0
13.0,25.0,14.0,19.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,12.0
13.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,13.0
11.0,21.0,12.0,19.0
14.0,20.0,14.0,20.0
12.0,19.0,18.0,21.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
15.0,19.0,19.0,15.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,17.0
13.0,24.0,24.0,17.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
15.0,19.0,19.0,15.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,19.0
14.0,20.0,14.0,20.0
11.0,22.0,17.0,13.0
13.0,22.0,20.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,12.0
13.0,25.0,14.0,19.0
10.0,25.0,15.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
11.0,19.0,15.0,20.0
13.0,22.0,20.0,12.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,17.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,17.0
11.0,19.0,15.0,21.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
10.0,25.0,15.0,19.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,17.0
13.0,22.0,17.0,12.0
11.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
18.0,21.0,18.0,17.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
12.0,20.0,14.0,20.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
15.0,19.0,19.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
10.0,19.0,11.0,12.0
13.0,23.0,24.0,18.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,23.0,24.0,18.0
17.0,19.0,11.0,12.0
15.0,19.0,19.0,15.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
12.0,20.0,14.0,20.0
12.0,19.0,18.0,21.0
12.0,19.0,18.0,21.0
18.0,21.0,18.0,17.0
11.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
13.0,22.0,17.0,12.0
12.0,19.0,18.0,21.0
10.0,25.0,15.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,18.0,21.0
13.0,22.0,20.0,17.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
12.0,22.0,20.0,17.0
14.0,24.0,15.0,19.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,17.0
11.0,24.0,12.0,19.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
11.0,19.0,18.0,21.0
11.0,19.0,15.0,20.0
13.0,25.0,15.0,19.0
12.0,19.0,18.0,21.0
10.0,25.0,15.0,19.0
13.0,25.0,14.0,19.0
11.0,21.0,12.0,17.0
13.0,22.0,20.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,12.0
12.0,19.0,18.0,21.0
12.0,20.0,18.0,20.0
12.0,19.0,18.0,21.0
13.0,24.0,24.0,17.0
13.0,24.0,24.0,18.0
10.0,19.0,16.0,12.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,18.0
13.0,24.0,24.0,17.0
12.0,19.0,18.0,21.0
12.0,20.0,18.0,20.0
12.0,19.0,18.0,21.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,12.0
13.0,22.0,20.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,17.0
13.0,25.0,14.0,19.0
10.0,25.0,15.0,19.0
12.0,19.0,18.0,21.0
13.0,25.0,15.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,18.0,21.0
13.0,25.0,14.0,19.0
13.0,25.0,14.0,19.0
13.0,22.0,20.0,17.0
11.0,24.0,12.0,19.0
14.0,24.0,15.0,19.0
13.0,22.0,20.0,17.0
12.0,22.0,22.0,17.0
14.0,24.0,15.0,10.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,17.0
13.0,22.0,20.0,12.0
11.0,24.0,15.0,19.0
13.0,22.0,20.0,12.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
11.0,19.0,18.0,21.0
10.0,25.0,15.0,19.0
13.0,25.0,15.0,19.0
11.0,22.0,17.0,13.0
11.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,12.0
12.0,20.0,14.0,20.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
13.0,24.0,24.0,17.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,17.0
10.0,19.0,16.0,15.0
15.0,25.0,19.0,18.0
13.0,24.0,24.0,17.0
11.0,21.0,12.0,19.0
12.0,19.0,18.0,21.0
12.0,20.0,14.0,20.0
11.0,21.0,12.0,19.0
13.0,22.0,20.0,12.0
11.0,22.0,17.0,12.0
11.0,21.0,12.0,19.0
11.0,22.0,17.0,13.0
13.0,25.0,15.0,19.0
10.0,25.0,15.0,19.0
11.0,19.0,18.0,21.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
11.0,19.0,15.0,20.0
13.0,25.0,14.0,19.0
13.0,22.0,20.0,12.0
13.0,22.0,20.0,12.0
14.0,24.0,15.0,19.0
11.0,24.0,12.0,19.0
13.0,22.0,20.0,17.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,16.0
12.0,22.0,22.0,16.0
11.0,24.0,19.0,23.0
12.0,22.0,22.0,17.0
11.0,25.0,19.0,23.0
11.0,19.0,19.0,17.0
11.0,19.0,19.0,17.0
10.0,20.0,15.0,17.0
10.0,25.0,15.0,17.0
10.0,25.0,15.0,19.0
11.0,19.0,19.0,17.0
18.0,23.0,18.0,19.0
18.0,23.0,18.0,19.0
11.0,19.0,19.0,13.0
10.0,20.0,15.0,17.0
18.0,21.0,18.0,17.0
14.0,20.0,14.0,17.0
14.0,20.0,14.0,20.0
14.0,20.0,14.0,20.0
11.0,19.0,19.0,17.0
14.0,20.0,14.0,20.0
11.0,25.0,19.0,23.0
14.0,23.0,27.0,19.0
17.0,22.0,11.0,12.0
17.0,22.0,11.0,12.0
14.0,23.0,27.0,18.0
11.0,25.0,19.0,23.0
14.0,23.0,27.0,18.0
17.0,19.0,11.0,12.0
17.0,19.0,11.0,12.0
14.0,23.0,27.0,18.0
14.0,23.0,27.0,18.0
17.0,22.0,11.0,12.0
11.0,25.0,19.0,23.0
11.0,25.0,19.0,23.0
17.0,22.0,11.0,12.0
14.0,23.0,27.0,19.0
14.0,20.0,14.0,20.0
11.0,19.0,19.0,17.0
14.0,20.0,14.0,20.0
14.0,20.0,14.0,20.0
14.0,20.0,14.0,17.0
10.0,20.0,15.0,17.0
18.0,21.0,18.0,17.0
18.0,23.0,18.0,19.0
11.0,19.0,19.0,13.0
11.0,19.0,19.0,17.0
18.0,23.0,18.0,19.0
10.0,25.0,15.0,19.0
10.0,25.0,15.0,17.0
10.0,20.0,15.0,17.0
11.0,19.0,19.0,17.0
11.0,19.0,19.0,17.0
11.0,25.0,19.0,23.0
12.0,22.0,22.0,17.0
12.0,22.0,22.0,16.0
11.0,24.0,19.0,23.0
14.0,24.0,15.0,10.0
12.0,22.0,22.0,16.0
11.0,24.0,19.0,23.0
12.0,22.0,22.0,16.0
12.0,22.0,22.0,16.0
14.0,24.0,15.0,10.0
14.0,24.0,15.0,10.0
11.0,19.0,19.0,17.0
11.0,19.0,19.0,17.0
11.0,19.0,15.0,20.0
10.0,25.0,15.0,19.0
10.0,25.0,15.0,17.0
11.0,19.0,19.0,13.0
18.0,23.0,18.0,19.0
18.0,23.0,18.0,17.0
11.0,19.0,19.0,17.0
14.0,20.0,14.0,17.0
11.0,19.0,17.0,13.0
10.0,20.0,15.0,17.0
14.0,20.0,14.0,20.0
14.0,20.0,14.0,20.0
11.0,25.0,19.0,23.0
17.0,22.0,11.0,12.0
14.0,23.0,27.0,18.0
14.0,23.0,27.0,19.0
17.0,22.0,11.0,12.0
11.0,25.0,19.0,23.0
15.0,25.0,19.0,18.0
12.0,22.0,22.0,16.0
18.0,23.0,18.0,19.0
18.0,23.0,18.0,19.0
12.0,22.0,22.0,16.0
15.0,25.0,19.0,18.0
17.0,22.0,11.0,12.0
14.0,23.0,27.0,19.0
11.0,25.0,19.0,23.0
11.0,25.0,19.0,23.0
14.0,23.0,27.0,18.0
17.0,22.0,11.0,12.0
14.0,20.0,14.0,20.0
14.0,20.0,14.0,20.0
10.0,20.0,15.0,17.0
11.0,19.0,17.0,13.0
14.0,20.0,14.0,17.0
18.0,23.0,18.0,17.0
11.0,19.0,19.0,17.0
11.0,19.0,19.0,13.0
18.0,23.0,18.0,19.0
