algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
bubble;0.02;100;58;5;5.0;58.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;58;5;5.0;58.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;58;5;5.0;58.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;55;2;2.0;55.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;83;4;4.0;83.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;83;3;3.0;83.0
bubble;0.02;100;57;2;2.0;57.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;38;8;8.0;38.0
bubble;0.02;100;44;4;4.0;44.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;90;2;2.0;90.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;38;5;5.0;38.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;76;6;6.0;76.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;40;5;5.0;40.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;78;2;2.0;78.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;91;2;2.0;91.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;63;5;5.0;63.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;40;6;6.0;40.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;69;4;4.0;69.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;94;2;2.0;94.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;61;5;5.0;61.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;58;3;3.0;58.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;46;5;5.0;46.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;84;3;3.0;84.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;96;1;1.0;96.0
bubble;0.02;100;78;4;4.0;78.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;84;2;2.0;84.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;56;6;6.0;56.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;90;3;3.0;90.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;80;5;5.0;80.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;68;3;3.0;68.0
bubble;0.02;100;77;5;5.0;77.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;57;4;4.0;57.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;34;5;5.0;34.0
bubble;0.02;100;44;5;5.0;44.0
bubble;0.02;100;33;5;5.0;33.0
bubble;0.02;100;78;3;3.0;78.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;55;3;3.0;55.0
bubble;0.02;100;57;4;4.0;57.0
