algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
quick;0.001;1000;224;9;0.9;22.4
quick;0.001;1000;214;11;1.1;21.4
quick;0.001;1000;409;12;1.2;40.9
quick;0.001;1000;223;9;0.9;22.3
quick;0.001;1000;332;7;0.7;33.2
quick;0.001;1000;314;10;1.0;31.4
quick;0.001;1000;314;10;1.0;31.4
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;389;5;0.5;38.9
quick;0.001;1000;163;10;1.0;16.3
quick;0.001;1000;163;10;1.0;16.3
quick;0.001;1000;245;12;1.2;24.5
quick;0.001;1000;198;13;1.3;19.8
quick;0.001;1000;637;4;0.4;63.7
quick;0.001;1000;198;13;1.3;19.8
quick;0.001;1000;191;15;1.5;19.1
quick;0.001;1000;243;11;1.1;24.3
quick;0.001;1000;245;12;1.2;24.5
quick;0.001;1000;243;11;1.1;24.3
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;371;7;0.7;37.1
quick;0.001;1000;637;4;0.4;63.7
quick;0.001;1000;198;13;1.3;19.8
quick;0.001;1000;201;12;1.2;20.1
quick;0.001;1000;201;12;1.2;20.1
quick;0.001;1000;200;11;1.1;20.0
quick;0.001;1000;371;7;0.7;37.1
quick;0.001;1000;243;11;1.1;24.3
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;198;13;1.3;19.8
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;211;9;0.9;21.1
quick;0.001;1000;211;9;0.9;21.1
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;261;7;0.7;26.1
quick;0.001;1000;423;5;0.5;42.3
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;332;7;0.7;33.2
quick;0.001;1000;161;14;1.4;16.1
quick;0.001;1000;280;14;1.4;28.0
quick;0.001;1000;423;5;0.5;42.3
quick;0.001;1000;261;7;0.7;26.1
quick;0.001;1000;261;7;0.7;26.1
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;370;8;0.8;37.0
quick;0.001;1000;161;14;1.4;16.1
quick;0.001;1000;332;7;0.7;33.2
quick;0.001;1000;200;11;1.1;20.0
quick;0.001;1000;370;8;0.8;37.0
quick;0.001;1000;239;7;0.7;23.9
quick;0.001;1000;303;6;0.6;30.3
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;371;7;0.7;37.1
quick;0.001;1000;303;6;0.6;30.3
quick;0.001;1000;246;10;1.0;24.6
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;408;4;0.4;40.8
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;205;10;1.0;20.5
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;408;4;0.4;40.8
quick;0.001;1000;169;10;1.0;16.9
quick;0.001;1000;423;4;0.4;42.3
quick;0.001;1000;307;5;0.5;30.7
quick;0.001;1000;358;6;0.6;35.8
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;205;10;1.0;20.5
quick;0.001;1000;422;4;0.4;42.2
quick;0.001;1000;408;4;0.4;40.8
quick;0.001;1000;422;4;0.4;42.2
quick;0.001;1000;205;10;1.0;20.5
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;358;6;0.6;35.8
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;408;5;0.5;40.8
quick;0.001;1000;423;4;0.4;42.3
quick;0.001;1000;423;4;0.4;42.3
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;423;4;0.4;42.3
quick;0.001;1000;423;4;0.4;42.3
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;408;5;0.5;40.8
quick;0.001;1000;214;11;1.1;21.4
quick;0.001;1000;408;5;0.5;40.8
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;422;4;0.4;42.2
quick;0.001;1000;205;10;1.0;20.5
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;358;6;0.6;35.8
quick;0.001;1000;307;5;0.5;30.7
quick;0.001;1000;358;6;0.6;35.8
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;205;10;1.0;20.5
quick;0.001;1000;422;4;0.4;42.2
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;408;4;0.4;40.8
quick;0.001;1000;422;4;0.4;42.2
quick;0.001;1000;229;10;1.0;22.9
quick;0.001;1000;142;16;1.6;14.2
quick;0.001;1000;169;10;1.0;16.9
quick;0.001;1000;408;4;0.4;40.8
quick;0.001;1000;315;15;1.5;31.5
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;201;12;1.2;20.1
quick;0.001;1000;246;10;1.0;24.6
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;304;8;0.8;30.4
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;303;6;0.6;30.3
quick;0.001;1000;246;10;1.0;24.6
quick;0.001;1000;303;6;0.6;30.3
quick;0.001;1000;161;14;1.4;16.1
quick;0.001;1000;370;8;0.8;37.0
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;423;5;0.5;42.3
quick;0.001;1000;239;7;0.7;23.9
quick;0.001;1000;370;8;0.8;37.0
quick;0.001;1000;200;11;1.1;20.0
quick;0.001;1000;332;7;0.7;33.2
quick;0.001;1000;423;5;0.5;42.3
quick;0.001;1000;261;7;0.7;26.1
quick;0.001;1000;370;8;0.8;37.0
quick;0.001;1000;261;7;0.7;26.1
quick;0.001;1000;423;5;0.5;42.3
quick;0.001;1000;280;14;1.4;28.0
quick;0.001;1000;211;9;0.9;21.1
quick;0.001;1000;220;17;1.7;22.0
quick;0.001;1000;190;15;1.5;19.0
quick;0.001;1000;243;11;1.1;24.3
quick;0.001;1000;211;9;0.9;21.1
quick;0.001;1000;392;5;0.5;39.2
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;176;11;1.1;17.6
quick;0.001;1000;200;11;1.1;20.0
quick;0.001;1000;198;13;1.3;19.8
quick;0.001;1000;211;9;0.9;21.1
quick;0.001;1000;201;12;1.2;20.1
